Tweet_ID,Timestamp,User_name,Location,Language,Tweet_text,Hashtags,ReTweets,Likes,Sentiment,cleaned_text
102730,2025-06-07 21:22:00,@lalltiya,Tamil Nadu,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",79,34,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
102731,2025-06-07 21:22:00,@zeeshanbarad,Bihar,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,96,194,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102732,2025-06-07 21:23:00,@tiyakrish,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#मौसम,#फिल्म",20,121,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102733,2025-06-07 21:23:00,@walishalv,Karnataka,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,68,44,Neutral,आज मौसम बहुत अच्छा है।
102734,2025-06-07 21:23:00,@dharpihu,Assam,English,Enjoying the weekend vibes!,#policy,20,54,Positive,Enjoying the weekend vibes!
102735,2025-06-07 21:23:00,@hegdeumang,Tamil Nadu,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",89,42,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102736,2025-06-07 21:24:00,@toorsamarth,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#मौसम",76,136,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102737,2025-06-07 21:24:00,@aniruddhbaria,West Bengal,English,Traffic is crazy in Bangalore today.,#weekend,22,156,Negative,Traffic is crazy in Bangalore today.
102738,2025-06-07 21:24:00,@tthakur,Rajasthan,Hindi,मैं फिल्म देखने गया था।,"#दिल्ली,#मौसम",93,197,Neutral,मैं फिल्म देखने गया था।
102739,2025-06-07 21:24:00,@okaran,Assam,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",68,119,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102740,2025-06-07 21:25:00,@kimaya05,Delhi,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಸಿನಿಮಾ,6,58,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102741,2025-06-07 21:25:00,@sagarmisha,Telangana,English,Traffic is crazy in Bangalore today.,#traffic,50,166,Negative,Traffic is crazy in Bangalore today.
102742,2025-06-07 21:25:00,@ugaba,Gujarat,English,Traffic is crazy in Bangalore today.,#policy,23,137,Negative,Traffic is crazy in Bangalore today.
102743,2025-06-07 21:25:00,@lakshitvenkataraman,Gujarat,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಮಳೆ,77,139,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102744,2025-06-07 21:26:00,@sureshnayantara,Gujarat,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,68,23,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102745,2025-06-07 21:26:00,@samarth01,Jharkhand,Hindi,मैं फिल्म देखने गया था।,"#फिल्म,#मौसम",22,11,Neutral,मैं फिल्म देखने गया था।
102746,2025-06-07 21:26:00,@zbatra,Assam,Hindi,मैं फिल्म देखने गया था।,#मौसम,28,178,Neutral,मैं फिल्म देखने गया था।
102747,2025-06-07 21:26:00,@jayesh36,Telangana,English,The new policy is disappointing.,#traffic,9,108,Negative,The new policy is disappointing.
102748,2025-06-07 21:27:00,@annelakshay,Assam,English,Traffic is crazy in Bangalore today.,#traffic,41,117,Negative,Traffic is crazy in Bangalore today.
102749,2025-06-07 21:27:00,@vidursridhar,Karnataka,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",97,2,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102750,2025-06-07 21:27:00,@pdhar,Karnataka,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಸಿನಿಮಾ,10,82,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102751,2025-06-07 21:27:00,@fatehdixit,Odisha,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಮಳೆ,24,123,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102752,2025-06-07 21:28:00,@bsuresh,Odisha,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",19,90,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
102753,2025-06-07 21:28:00,@piya92,Bihar,Hindi,मैं फिल्म देखने गया था।,#फिल्म,37,192,Neutral,मैं फिल्म देखने गया था।
102754,2025-06-07 21:28:00,@nitya15,Gujarat,Hindi,मैं फिल्म देखने गया था।,#मौसम,18,153,Neutral,मैं फिल्म देखने गया था।
102755,2025-06-07 21:28:00,@ayeshakapoor,Gujarat,English,Traffic is crazy in Bangalore today.,"#weekend,#traffic",98,19,Negative,Traffic is crazy in Bangalore today.
102756,2025-06-07 21:29:00,@rkhanna,Kerala,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",48,120,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102757,2025-06-07 21:29:00,@wbath,Karnataka,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",76,12,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102758,2025-06-07 21:29:00,@xtak,Kerala,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",81,87,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102759,2025-06-07 21:29:00,@adirarau,West Bengal,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",48,144,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
102760,2025-06-07 21:30:00,@cbatra,Gujarat,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",29,82,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102761,2025-06-07 21:30:00,@anahi32,Uttar Pradesh,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,21,200,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102762,2025-06-07 21:30:00,@olall,Odisha,English,Enjoying the weekend vibes!,#traffic,5,160,Positive,Enjoying the weekend vibes!
102763,2025-06-07 21:30:00,@dhillonanahita,West Bengal,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#फिल्म",77,157,Neutral,आज मौसम बहुत अच्छा है।
102764,2025-06-07 21:31:00,@zbaral,Delhi,unknown,Enjoying the weekend vibes!,"#policy,#traffic",8,15,Positive,Enjoying the weekend vibes!
102765,2025-06-07 21:31:00,@jdoctor,Uttar Pradesh,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,67,31,Neutral,आज मौसम बहुत अच्छा है।
102766,2025-06-07 21:31:00,@piyazacharia,Bihar,English,Traffic is crazy in Bangalore today.,#weekend,93,66,Negative,Traffic is crazy in Bangalore today.
102767,2025-06-07 21:31:00,@nishith86,Gujarat,English,The new policy is disappointing.,"#weekend,#policy",24,96,Negative,The new policy is disappointing.
102768,2025-06-07 21:32:00,@jiya08,Uttar Pradesh,English,The new policy is disappointing.,#weekend,31,39,Negative,The new policy is disappointing.
102769,2025-06-07 21:32:00,@bajajdrishya,West Bengal,English,The new policy is disappointing.,#traffic,79,173,Negative,The new policy is disappointing.
102770,2025-06-07 21:32:00,@kumeraarna,Punjab,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,82,171,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102771,2025-06-07 21:32:00,@dbatta,Delhi,English,Traffic is crazy in Bangalore today.,"#weekend,#traffic",2,62,Negative,Traffic is crazy in Bangalore today.
102772,2025-06-07 21:33:00,@sumer49,Odisha,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,92,135,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102773,2025-06-07 21:33:00,@sodhidamini,Assam,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,32,21,Neutral,आज मौसम बहुत अच्छा है।
102774,2025-06-07 21:33:00,@bhandariseher,Delhi,Hindi,आज मौसम बहुत अच्छा है।,"#दिल्ली,#फिल्म",45,192,Neutral,आज मौसम बहुत अच्छा है।
102775,2025-06-07 21:33:00,@ychakraborty,West Bengal,Hindi,मैं फिल्म देखने गया था।,#मौसम,100,58,Neutral,मैं फिल्म देखने गया था।
102776,2025-06-07 21:34:00,@vihaanbajaj,Uttar Pradesh,English,Traffic is crazy in Bangalore today.,"#weekend,#policy",24,186,Negative,Traffic is crazy in Bangalore today.
102777,2025-06-07 21:34:00,@joshirenee,West Bengal,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಬೆಂಗಳೂರು,39,105,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102778,2025-06-07 21:34:00,@saksham97,Odisha,Hindi,मैं फिल्म देखने गया था।,#मौसम,13,94,Neutral,मैं फिल्म देखने गया था।
102779,2025-06-07 21:34:00,@zratta,Kerala,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಬೆಂಗಳೂರು,92,34,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102780,2025-06-07 21:35:00,@shlok23,Odisha,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,43,9,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102781,2025-06-07 21:35:00,@dhanushshenoy,Tamil Nadu,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,26,55,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102782,2025-06-07 21:35:00,@pari16,Uttar Pradesh,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಸಿನಿಮಾ,75,80,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
102783,2025-06-07 21:35:00,@agatevivaan,Assam,English,The new policy is disappointing.,"#traffic,#policy",18,26,Negative,The new policy is disappointing.
102784,2025-06-07 21:36:00,@ahujajayan,Odisha,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",100,31,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102785,2025-06-07 21:36:00,@skarpe,Punjab,English,The new policy is disappointing.,#policy,11,161,Negative,The new policy is disappointing.
102786,2025-06-07 21:36:00,@qvig,West Bengal,English,The new policy is disappointing.,"#policy,#traffic",82,82,Negative,The new policy is disappointing.
102787,2025-06-07 21:36:00,@ndoshi,Maharashtra,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",96,156,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102788,2025-06-07 21:37:00,@prisha64,Telangana,unknown,Enjoying the weekend vibes!,"#weekend,#policy",64,104,Positive,Enjoying the weekend vibes!
102789,2025-06-07 21:37:00,@bhatnagarhimmat,Rajasthan,English,Traffic is crazy in Bangalore today.,#policy,23,53,Negative,Traffic is crazy in Bangalore today.
102790,2025-06-07 21:37:00,@chandranfaiyaz,Assam,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,53,28,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102791,2025-06-07 21:37:00,@sarinkanav,Odisha,English,The new policy is disappointing.,#policy,48,85,Negative,The new policy is disappointing.
102792,2025-06-07 21:38:00,@cheemaanya,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#फिल्म",76,30,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102793,2025-06-07 21:38:00,@nehmatdara,Bihar,unknown,Enjoying the weekend vibes!,#traffic,27,100,Positive,Enjoying the weekend vibes!
102794,2025-06-07 21:38:00,@oupadhyay,Maharashtra,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#मौसम,#फिल्म",39,154,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102795,2025-06-07 21:38:00,@dhruvdora,Tamil Nadu,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",29,101,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102796,2025-06-07 21:39:00,@eborah,Assam,unknown,Enjoying the weekend vibes!,"#policy,#traffic",52,49,Positive,Enjoying the weekend vibes!
102797,2025-06-07 21:39:00,@hapte,Punjab,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಮಳೆ,77,129,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102798,2025-06-07 21:39:00,@indransshankar,Uttar Pradesh,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,42,86,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102799,2025-06-07 21:39:00,@ekibe,Rajasthan,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,4,178,Neutral,आज मौसम बहुत अच्छा है।
102800,2025-06-07 21:40:00,@vasaalisha,Odisha,English,Traffic is crazy in Bangalore today.,"#policy,#weekend",5,93,Negative,Traffic is crazy in Bangalore today.
102801,2025-06-07 21:40:00,@krishdin,Rajasthan,English,The new policy is disappointing.,"#policy,#weekend",50,109,Negative,The new policy is disappointing.
102802,2025-06-07 21:40:00,@vbal,Odisha,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,12,29,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102803,2025-06-07 21:40:00,@behlmohanlal,Tamil Nadu,English,The new policy is disappointing.,"#policy,#traffic",7,133,Negative,The new policy is disappointing.
102804,2025-06-07 21:41:00,@fjohal,Jharkhand,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",97,6,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
102805,2025-06-07 21:41:00,@armaan76,Odisha,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#दिल्ली",27,25,Neutral,आज मौसम बहुत अच्छा है।
102806,2025-06-07 21:41:00,@lkunda,Karnataka,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",55,130,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102807,2025-06-07 21:41:00,@tdalia,Telangana,English,The new policy is disappointing.,"#traffic,#policy",80,124,Negative,The new policy is disappointing.
102808,2025-06-07 21:42:00,@lallaadvik,Tamil Nadu,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,67,67,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102809,2025-06-07 21:42:00,@umani,Tamil Nadu,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,38,141,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102810,2025-06-07 21:42:00,@desaineelofar,Uttar Pradesh,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",30,122,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102811,2025-06-07 21:42:00,@ewalia,Karnataka,English,Traffic is crazy in Bangalore today.,#weekend,27,59,Negative,Traffic is crazy in Bangalore today.
102812,2025-06-07 21:43:00,@kotamisha,Maharashtra,English,Enjoying the weekend vibes!,#policy,85,94,Positive,Enjoying the weekend vibes!
102813,2025-06-07 21:43:00,@alia60,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,6,129,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102814,2025-06-07 21:43:00,@reyanshseshadri,Uttar Pradesh,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,73,46,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102815,2025-06-07 21:43:00,@anayagera,West Bengal,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",96,153,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102816,2025-06-07 21:44:00,@gdalia,Jharkhand,English,Traffic is crazy in Bangalore today.,"#traffic,#weekend",99,168,Negative,Traffic is crazy in Bangalore today.
102817,2025-06-07 21:44:00,@khushisani,Delhi,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#मौसम,#दिल्ली",68,200,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102818,2025-06-07 21:44:00,@lavanya72,Delhi,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#फिल्म,#मौसम",42,144,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102819,2025-06-07 21:44:00,@samaira66,Rajasthan,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಸಿನಿಮಾ,39,145,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
102820,2025-06-07 21:45:00,@yashvi72,Maharashtra,English,The new policy is disappointing.,#policy,23,199,Negative,The new policy is disappointing.
102821,2025-06-07 21:45:00,@raunaksant,West Bengal,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಬೆಂಗಳೂರು,72,143,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
102822,2025-06-07 21:45:00,@samaanya,Telangana,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಸಿನಿಮಾ,19,101,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
102823,2025-06-07 21:45:00,@jayantchaudhry,Bihar,English,The new policy is disappointing.,"#weekend,#policy",56,44,Negative,The new policy is disappointing.
102824,2025-06-07 21:46:00,@mahikakorpal,Gujarat,English,The new policy is disappointing.,"#traffic,#policy",77,56,Negative,The new policy is disappointing.
102825,2025-06-07 21:46:00,@sundaramzeeshan,Rajasthan,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#फिल्म,#मौसम",66,35,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102826,2025-06-07 21:46:00,@pdoshi,Jharkhand,English,Traffic is crazy in Bangalore today.,#weekend,0,88,Negative,Traffic is crazy in Bangalore today.
102827,2025-06-07 21:46:00,@ivanabajwa,Rajasthan,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,88,144,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102828,2025-06-07 21:47:00,@golapranay,West Bengal,unknown,Enjoying the weekend vibes!,"#policy,#traffic",75,195,Positive,Enjoying the weekend vibes!
102829,2025-06-07 21:47:00,@parinaaz22,Bihar,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,34,23,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102830,2025-06-07 21:47:00,@swamychirag,Bihar,unknown,Enjoying the weekend vibes!,"#weekend,#traffic",9,55,Positive,Enjoying the weekend vibes!
102831,2025-06-07 21:47:00,@adah19,Bihar,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",87,37,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102832,2025-06-07 21:48:00,@fatehmand,Rajasthan,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",96,30,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102833,2025-06-07 21:48:00,@aradhyadayal,Tamil Nadu,Hindi,आज मौसम बहुत अच्छा है।,"#दिल्ली,#मौसम",75,197,Neutral,आज मौसम बहुत अच्छा है।
102834,2025-06-07 21:48:00,@vardaniya50,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#फिल्म,#मौसम",3,42,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
102835,2025-06-07 21:48:00,@indrajit89,Bihar,Hindi,आज मौसम बहुत अच्छा है।,#मौसम,65,111,Neutral,आज मौसम बहुत अच्छा है।
102836,2025-06-07 21:49:00,@sastrybadal,Maharashtra,unknown,Enjoying the weekend vibes!,"#policy,#traffic",97,99,Positive,Enjoying the weekend vibes!
102837,2025-06-07 21:49:00,@dsura,Bihar,English,The new policy is disappointing.,#policy,24,156,Negative,The new policy is disappointing.
102838,2025-06-07 21:49:00,@beravardaniya,West Bengal,Hindi,आज मौसम बहुत अच्छा है।,#मौसम,67,14,Neutral,आज मौसम बहुत अच्छा है।
102839,2025-06-07 21:49:00,@tatajhanvi,Bihar,English,Traffic is crazy in Bangalore today.,"#policy,#weekend",77,18,Negative,Traffic is crazy in Bangalore today.
102840,2025-06-07 21:50:00,@kulkarniehsaan,West Bengal,unknown,Enjoying the weekend vibes!,#weekend,99,45,Positive,Enjoying the weekend vibes!
102841,2025-06-07 21:50:00,@mohanlalbhargava,Telangana,English,Traffic is crazy in Bangalore today.,#traffic,82,105,Negative,Traffic is crazy in Bangalore today.
102842,2025-06-07 21:50:00,@taranbrar,Kerala,English,The new policy is disappointing.,#traffic,28,163,Negative,The new policy is disappointing.
102843,2025-06-07 21:50:00,@rhea78,Telangana,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,56,153,Neutral,मैं फिल्म देखने गया था।
102844,2025-06-07 21:51:00,@gsha,Odisha,Hindi,मैं फिल्म देखने गया था।,#मौसम,57,35,Neutral,मैं फिल्म देखने गया था।
102845,2025-06-07 21:51:00,@neelofargopal,Punjab,unknown,Enjoying the weekend vibes!,"#traffic,#policy",17,88,Positive,Enjoying the weekend vibes!
102846,2025-06-07 21:51:00,@hiran13,Jharkhand,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಸಿನಿಮಾ,62,185,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
102847,2025-06-07 21:51:00,@xjohal,Punjab,unknown,Enjoying the weekend vibes!,"#policy,#traffic",89,154,Positive,Enjoying the weekend vibes!
102848,2025-06-07 21:52:00,@daszoya,Rajasthan,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಬೆಂಗಳೂರು,67,172,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
102849,2025-06-07 21:52:00,@sgarde,Tamil Nadu,unknown,Enjoying the weekend vibes!,#policy,25,116,Positive,Enjoying the weekend vibes!
102850,2025-06-07 21:52:00,@dharmajandeol,Kerala,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,91,43,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102851,2025-06-07 21:52:00,@saanvi65,Gujarat,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",10,118,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
102852,2025-06-07 21:53:00,@indrajitshetty,Maharashtra,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಸಿನಿಮಾ,10,154,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102853,2025-06-07 21:53:00,@osubramaniam,Assam,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",54,60,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
102854,2025-06-07 21:53:00,@zainakala,Telangana,English,Traffic is crazy in Bangalore today.,"#policy,#weekend",69,146,Negative,Traffic is crazy in Bangalore today.
