Tweet_ID,Timestamp,User_name,Location,Language,Tweet_text,Hashtags,ReTweets,Likes,Sentiment
102615,6/7/2025 20:53,@lalkrish,West Bengal,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",55,60,Neutral
102616,6/7/2025 20:54,@anahi23,Delhi,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,76,83,Neutral
102617,6/7/2025 20:54,@siyasani,Maharashtra,English,Enjoying the weekend vibes!,#policy,10,188,Positive
102618,6/7/2025 20:54,@adira65,Rajasthan,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",89,165,Neutral
102619,6/7/2025 20:54,@ravellagan,Delhi,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,4,34,Neutral
102620,6/7/2025 20:55,@sdeol,Karnataka,Hindi,मैं फिल्म देखने गया था।,"#फिल्म,#मौसम",21,79,Neutral
102621,6/7/2025 20:55,@onkarsankar,Maharashtra,Hindi,आज मौसम बहुत अच्छा है।,#फिल्म,5,157,Neutral
102622,6/7/2025 20:55,@yuvaandar,Jharkhand,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,62,27,Neutral
102623,6/7/2025 20:55,@bordekartik,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#फिल्म,#मौसम",78,72,Neutral
102624,6/7/2025 20:56,@dasyasmin,Delhi,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",82,198,Neutral
102625,6/7/2025 20:56,@anahi78,Punjab,English,Traffic is crazy in Bangalore today.,#weekend,28,176,Negative
102626,6/7/2025 20:56,@pkakar,Odisha,Hindi,आज मौसम बहुत अच्छा है।,"#दिल्ली,#मौसम",60,115,Neutral
102627,6/7/2025 20:56,@chaudhuriindranil,West Bengal,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#फिल्म",30,79,Neutral
102628,6/7/2025 20:57,@himmat04,Telangana,English,Enjoying the weekend vibes!,#policy,19,180,Positive
102629,6/7/2025 20:57,@nirvi82,Punjab,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಮಳೆ,15,37,Neutral
102630,6/7/2025 20:57,@senaradhya,Odisha,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಮಳೆ,9,72,Neutral
102631,6/7/2025 20:57,@baladharmajan,Odisha,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#फिल्म,#मौसम",61,111,Neutral
102632,6/7/2025 20:58,@lavanya41,Rajasthan,Hindi,आज मौसम बहुत अच्छा है।,"#फिल्म,#मौसम",60,167,Neutral
102633,6/7/2025 20:58,@xyadav,Tamil Nadu,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಬೆಂಗಳೂರು,44,16,Neutral
102634,6/7/2025 20:58,@issacsamaira,Jharkhand,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",63,118,Neutral
102635,6/7/2025 20:58,@miraanbhalla,Jharkhand,English,Enjoying the weekend vibes!,"#weekend,#policy",41,190,Positive
102636,6/7/2025 20:59,@lalnitya,Karnataka,English,Enjoying the weekend vibes!,"#traffic,#policy",100,42,Positive
102637,6/7/2025 20:59,@charvi13,Rajasthan,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,42,37,Neutral
102638,6/7/2025 20:59,@somzara,Punjab,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಸಿನಿಮಾ,63,71,Neutral
102639,6/7/2025 20:59,@shalv96,Karnataka,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಬೆಂಗಳೂರು,98,2,Neutral
102640,6/7/2025 21:00,@aarnachopra,Kerala,English,Enjoying the weekend vibes!,"#traffic,#weekend",0,26,Positive
102641,6/7/2025 21:00,@emirchahal,Delhi,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,42,174,Neutral
102642,6/7/2025 21:00,@raghavkannan,Rajasthan,English,Traffic is crazy in Bangalore today.,"#traffic,#weekend",67,151,Negative
102643,6/7/2025 21:00,@ldatta,Assam,English,Traffic is crazy in Bangalore today.,#weekend,93,10,Negative
102644,6/7/2025 21:01,@korpalhazel,Karnataka,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#फिल्म,#दिल्ली",36,85,Neutral
102645,6/7/2025 21:01,@rati15,Jharkhand,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಬೆಂಗಳೂರು,53,118,Neutral
102646,6/7/2025 21:01,@rkhanna,Jharkhand,English,Traffic is crazy in Bangalore today.,#weekend,75,57,Negative
102647,6/7/2025 21:01,@ranbirwable,Jharkhand,Hindi,मैं फिल्म देखने गया था।,"#फिल्म,#मौसम",29,171,Neutral
102648,6/7/2025 21:02,@tarankhanna,Gujarat,English,Enjoying the weekend vibes!,"#weekend,#policy",29,10,Positive
102649,6/7/2025 21:02,@ryan09,Karnataka,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಬೆಂಗಳೂರು,55,12,Neutral
102650,6/7/2025 21:02,@trivediseher,Assam,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",76,169,Neutral
102651,6/7/2025 21:02,@santvedika,Bihar,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಸಿನಿಮಾ,70,73,Neutral
102652,6/7/2025 21:03,@ojasmajumdar,Delhi,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",69,167,Neutral
102653,6/7/2025 21:03,@odubey,Bihar,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",31,122,Neutral
102654,6/7/2025 21:03,@zoya18,Odisha,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಸಿನಿಮಾ,33,43,Neutral
102655,6/7/2025 21:03,@ahana-hari,Rajasthan,English,Enjoying the weekend vibes!,"#weekend,#policy",54,52,Positive
102656,6/7/2025 21:04,@hegdeonkar,Uttar Pradesh,English,The new policy is disappointing.,"#policy,#weekend",69,177,Negative
102657,6/7/2025 21:04,@divij34,Delhi,English,Traffic is crazy in Bangalore today.,#policy,15,0,Negative
102658,6/7/2025 21:04,@ishaankanda,Assam,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",57,86,Neutral
102659,6/7/2025 21:04,@zoya60,Telangana,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",85,157,Neutral
102660,6/7/2025 21:05,@dhanush77,Delhi,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#दिल्ली",49,48,Neutral
102661,6/7/2025 21:05,@vtrivedi,Assam,English,Enjoying the weekend vibes!,#traffic,98,22,Positive
102662,6/7/2025 21:05,@gvora,Delhi,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,66,176,Neutral
102663,6/7/2025 21:05,@rashade,Karnataka,English,The new policy is disappointing.,"#traffic,#weekend",43,99,Negative
102664,6/7/2025 21:06,@godaaaina,Tamil Nadu,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#फिल्म",79,163,Neutral
102665,6/7/2025 21:06,@amani00,Tamil Nadu,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,84,199,Neutral
102666,6/7/2025 21:06,@mohanlalkapadia,Bihar,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#फिल्म",47,50,Neutral
102667,6/7/2025 21:06,@aaraviyer,Punjab,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",45,4,Neutral
102668,6/7/2025 21:07,@mishtidua,Kerala,English,Enjoying the weekend vibes!,"#weekend,#policy",59,21,Positive
102669,6/7/2025 21:07,@kashvi11,Delhi,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಸಿನಿಮಾ,60,126,Neutral
102670,6/7/2025 21:07,@nishithkuruvilla,Assam,English,Traffic is crazy in Bangalore today.,"#policy,#traffic",81,81,Negative
102671,6/7/2025 21:07,@kimayasankar,Jharkhand,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",13,14,Neutral
102672,6/7/2025 21:08,@usule,Uttar Pradesh,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,48,39,Neutral
102673,6/7/2025 21:08,@vkhare,Maharashtra,Hindi,मैं फिल्म देखने गया था।,"#मौसम,#दिल्ली",63,78,Neutral
102674,6/7/2025 21:08,@pranaychadha,Uttar Pradesh,English,Enjoying the weekend vibes!,"#policy,#traffic",41,47,Positive
102675,6/7/2025 21:08,@yasmin43,Punjab,English,The new policy is disappointing.,#traffic,76,25,Negative
102676,6/7/2025 21:09,@johaltushar,Assam,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,42,81,Neutral
102677,6/7/2025 21:09,@vihaanvora,Assam,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಸಿನಿಮಾ,10,59,Neutral
102678,6/7/2025 21:09,@ktiwari,Assam,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",91,140,Neutral
102679,6/7/2025 21:09,@akarshapte,Maharashtra,English,Traffic is crazy in Bangalore today.,"#traffic,#weekend",51,192,Negative
102680,6/7/2025 21:10,@dhruvkashyap,Uttar Pradesh,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",94,13,Neutral
102681,6/7/2025 21:10,@preraksarna,Karnataka,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಸಿನಿಮಾ,13,122,Neutral
102682,6/7/2025 21:10,@badaliyer,Uttar Pradesh,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",20,151,Neutral
102683,6/7/2025 21:10,@qrama,Delhi,English,The new policy is disappointing.,#weekend,23,166,Negative
102684,6/7/2025 21:11,@dhruvgour,Assam,English,Traffic is crazy in Bangalore today.,#traffic,2,120,Negative
102685,6/7/2025 21:11,@jiyabhargava,Odisha,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಮಳೆ,87,130,Neutral
102686,6/7/2025 21:11,@sekhoneshani,Gujarat,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಸಿನಿಮಾ,34,147,Neutral
102687,6/7/2025 21:11,@dsom,Karnataka,English,The new policy is disappointing.,"#traffic,#policy",55,54,Negative
102688,6/7/2025 21:12,@obhargava,Kerala,English,Traffic is crazy in Bangalore today.,"#policy,#weekend",17,103,Negative
102689,6/7/2025 21:12,@kanavvenkataraman,Punjab,English,Enjoying the weekend vibes!,"#weekend,#policy",15,180,Positive
102690,6/7/2025 21:12,@reyansh76,West Bengal,Hindi,मैं फिल्म देखने गया था।,"#मौसम,#फिल्म",75,48,Neutral
102691,6/7/2025 21:12,@adahvarty,Delhi,English,Enjoying the weekend vibes!,#traffic,82,148,Positive
102692,6/7/2025 21:13,@kismatchokshi,Odisha,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಮಳೆ,5,59,Neutral
102693,6/7/2025 21:13,@samiha36,Maharashtra,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಸಿನಿಮಾ,87,101,Neutral
102694,6/7/2025 21:13,@yuvraj-sule,Bihar,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",26,183,Neutral
102695,6/7/2025 21:13,@aniruddhdhillon,Maharashtra,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಬೆಂಗಳೂರು,43,52,Neutral
102696,6/7/2025 21:14,@miraan97,Bihar,Hindi,आज मौसम बहुत अच्छा है।,#फिल्म,100,31,Neutral
102697,6/7/2025 21:14,@tusharmanne,Telangana,Hindi,मैं फिल्म देखने गया था।,"#दिल्ली,#फिल्म",84,51,Neutral
102698,6/7/2025 21:14,@abasak,Kerala,English,The new policy is disappointing.,#weekend,24,170,Negative
102699,6/7/2025 21:14,@ubhavsar,West Bengal,English,The new policy is disappointing.,"#weekend,#traffic",6,64,Negative
102700,6/7/2025 21:15,@nsankar,Assam,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",7,191,Neutral
102701,6/7/2025 21:15,@bsathe,Maharashtra,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#मौसम,#दिल्ली",36,36,Neutral
102702,6/7/2025 21:15,@devansh18,Assam,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,1,121,Neutral
102703,6/7/2025 21:15,@balshamik,Bihar,English,The new policy is disappointing.,"#weekend,#traffic",28,115,Negative
102704,6/7/2025 21:16,@anayagoel,Uttar Pradesh,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",20,122,Neutral
102705,6/7/2025 21:16,@agateojas,Assam,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಮಳೆ,30,165,Neutral
102706,6/7/2025 21:16,@zdora,Gujarat,Hindi,मैं फिल्म देखने गया था।,#फिल्म,82,37,Neutral
102707,6/7/2025 21:16,@hansh80,Odisha,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",12,69,Neutral
102708,6/7/2025 21:17,@pranaychad,Karnataka,English,Traffic is crazy in Bangalore today.,"#traffic,#weekend",8,145,Negative
102709,6/7/2025 21:17,@dgara,Assam,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",85,142,Neutral
102710,6/7/2025 21:17,@dhruvdutt,Telangana,English,Traffic is crazy in Bangalore today.,#traffic,67,0,Negative
102711,6/7/2025 21:17,@qbobal,Punjab,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",43,0,Neutral
102712,6/7/2025 21:18,@dugarazad,Odisha,Hindi,आज मौसम बहुत अच्छा है।,#मौसम,39,184,Neutral
102713,6/7/2025 21:18,@charviviswanathan,Bihar,Hindi,मैं फिल्म देखने गया था।,"#फिल्म,#मौसम",51,171,Neutral
102714,6/7/2025 21:18,@siya56,Telangana,English,Traffic is crazy in Bangalore today.,"#policy,#weekend",79,50,Negative
102715,6/7/2025 21:18,@prerak94,Kerala,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಬೆಂಗಳೂರು,60,194,Neutral
102716,6/7/2025 21:19,@adira25,West Bengal,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",71,4,Neutral
102717,6/7/2025 21:19,@jsinghal,Rajasthan,English,The new policy is disappointing.,#traffic,17,59,Negative
102718,6/7/2025 21:19,@mbala,West Bengal,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,68,189,Neutral
102719,6/7/2025 21:19,@baijucontractor,Tamil Nadu,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",94,54,Neutral
102720,6/7/2025 21:20,@armaankeer,Uttar Pradesh,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಮಳೆ,1,150,Neutral
102721,6/7/2025 21:20,@ishaan76,Rajasthan,Hindi,आज मौसम बहुत अच्छा है।,"#फिल्म,#दिल्ली",26,23,Neutral
102722,6/7/2025 21:20,@wasonbhamini,Assam,Hindi,आज मौसम बहुत अच्छा है।,#मौसम,32,153,Neutral
102723,6/7/2025 21:20,@kanttaimur,Telangana,English,Traffic is crazy in Bangalore today.,#policy,88,70,Negative
102724,6/7/2025 21:21,@fkarnik,Jharkhand,English,The new policy is disappointing.,#weekend,27,105,Negative
102725,6/7/2025 21:21,@vaidyasaira,Punjab,Hindi,आज मौसम बहुत अच्छा है।,#फिल्म,29,147,Neutral
102726,6/7/2025 21:21,@gatikghosh,Rajasthan,Hindi,आज मौसम बहुत अच्छा है।,"#फिल्म,#दिल्ली",45,192,Neutral
102727,6/7/2025 21:21,@chaudryraunak,Odisha,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,12,160,Neutral
102728,6/7/2025 21:22,@jayanshere,Jharkhand,English,The new policy is disappointing.,"#policy,#traffic",20,59,Negative
102729,6/7/2025 21:22,@jivika93,Jharkhand,English,The new policy is disappointing.,#policy,26,50,Negative
102730,6/7/2025 21:22,@lalltiya,Tamil Nadu,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",79,34,Neutral
102731,6/7/2025 21:22,@zeeshanbarad,Bihar,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,96,194,Neutral
102732,6/7/2025 21:23,@tiyakrish,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#मौसम,#फिल्म",20,121,Neutral
102733,6/7/2025 21:23,@walishalv,Karnataka,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,68,44,Neutral
102734,6/7/2025 21:23,@dharpihu,Assam,English,Enjoying the weekend vibes!,#policy,20,54,Positive
102735,6/7/2025 21:23,@hegdeumang,Tamil Nadu,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",89,42,Neutral
102736,6/7/2025 21:24,@toorsamarth,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#दिल्ली,#मौसम",76,136,Neutral
102737,6/7/2025 21:24,@aniruddhbaria,West Bengal,English,Traffic is crazy in Bangalore today.,#weekend,22,156,Negative
102738,6/7/2025 21:24,@tthakur,Rajasthan,Hindi,मैं फिल्म देखने गया था।,"#दिल्ली,#मौसम",93,197,Neutral
102739,6/7/2025 21:24,@okaran,Assam,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",68,119,Neutral
102740,6/7/2025 21:25,@kimaya05,Delhi,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಸಿನಿಮಾ,6,58,Neutral
102741,6/7/2025 21:25,@sagarmisha,Telangana,English,Traffic is crazy in Bangalore today.,#traffic,50,166,Negative
102742,6/7/2025 21:25,@ugaba,Gujarat,English,Traffic is crazy in Bangalore today.,#policy,23,137,Negative
102743,6/7/2025 21:25,@lakshitvenkataraman,Gujarat,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಮಳೆ,77,139,Neutral
102744,6/7/2025 21:26,@sureshnayantara,Gujarat,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಬೆಂಗಳೂರು,68,23,Neutral
102745,6/7/2025 21:26,@samarth01,Jharkhand,Hindi,मैं फिल्म देखने गया था।,"#फिल्म,#मौसम",22,11,Neutral
102746,6/7/2025 21:26,@zbatra,Assam,Hindi,मैं फिल्म देखने गया था।,#मौसम,28,178,Neutral
102747,6/7/2025 21:26,@jayesh36,Telangana,English,The new policy is disappointing.,#traffic,9,108,Negative
102748,6/7/2025 21:27,@annelakshay,Assam,English,Traffic is crazy in Bangalore today.,#traffic,41,117,Negative
102749,6/7/2025 21:27,@vidursridhar,Karnataka,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",97,2,Neutral
102750,6/7/2025 21:27,@pdhar,Karnataka,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಸಿನಿಮಾ,10,82,Neutral
102751,6/7/2025 21:27,@fatehdixit,Odisha,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಮಳೆ,24,123,Neutral
102752,6/7/2025 21:28,@bsuresh,Odisha,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",19,90,Neutral
102753,6/7/2025 21:28,@piya92,Bihar,Hindi,मैं फिल्म देखने गया था।,#फिल्म,37,192,Neutral
102754,6/7/2025 21:28,@nitya15,Gujarat,Hindi,मैं फिल्म देखने गया था।,#मौसम,18,153,Neutral
102755,6/7/2025 21:28,@ayeshakapoor,Gujarat,English,Traffic is crazy in Bangalore today.,"#weekend,#traffic",98,19,Negative
102756,6/7/2025 21:29,@rkhanna,Kerala,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",48,120,Neutral
102757,6/7/2025 21:29,@wbath,Karnataka,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",76,12,Neutral
102758,6/7/2025 21:29,@xtak,Kerala,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",81,87,Neutral
102759,6/7/2025 21:29,@adirarau,West Bengal,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",48,144,Neutral
102760,6/7/2025 21:30,@cbatra,Gujarat,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",29,82,Neutral
102761,6/7/2025 21:30,@anahi32,Uttar Pradesh,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,21,200,Neutral
102762,6/7/2025 21:30,@olall,Odisha,English,Enjoying the weekend vibes!,#traffic,5,160,Positive
102763,6/7/2025 21:30,@dhillonanahita,West Bengal,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#फिल्म",77,157,Neutral
102764,6/7/2025 21:31,@zbaral,Delhi,English,Enjoying the weekend vibes!,"#policy,#traffic",8,15,Positive
102765,6/7/2025 21:31,@jdoctor,Uttar Pradesh,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,67,31,Neutral
102766,6/7/2025 21:31,@piyazacharia,Bihar,English,Traffic is crazy in Bangalore today.,#weekend,93,66,Negative
102767,6/7/2025 21:31,@nishith86,Gujarat,English,The new policy is disappointing.,"#weekend,#policy",24,96,Negative
102768,6/7/2025 21:32,@jiya08,Uttar Pradesh,English,The new policy is disappointing.,#weekend,31,39,Negative
102769,6/7/2025 21:32,@bajajdrishya,West Bengal,English,The new policy is disappointing.,#traffic,79,173,Negative
102770,6/7/2025 21:32,@kumeraarna,Punjab,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,82,171,Neutral
102771,6/7/2025 21:32,@dbatta,Delhi,English,Traffic is crazy in Bangalore today.,"#weekend,#traffic",2,62,Negative
102772,6/7/2025 21:33,@sumer49,Odisha,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,92,135,Neutral
102773,6/7/2025 21:33,@sodhidamini,Assam,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,32,21,Neutral
102774,6/7/2025 21:33,@bhandariseher,Delhi,Hindi,आज मौसम बहुत अच्छा है।,"#दिल्ली,#फिल्म",45,192,Neutral
102775,6/7/2025 21:33,@ychakraborty,West Bengal,Hindi,मैं फिल्म देखने गया था।,#मौसम,100,58,Neutral
102776,6/7/2025 21:34,@vihaanbajaj,Uttar Pradesh,English,Traffic is crazy in Bangalore today.,"#weekend,#policy",24,186,Negative
102777,6/7/2025 21:34,@joshirenee,West Bengal,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಬೆಂಗಳೂರು,39,105,Neutral
102778,6/7/2025 21:34,@saksham97,Odisha,Hindi,मैं फिल्म देखने गया था।,#मौसम,13,94,Neutral
102779,6/7/2025 21:34,@zratta,Kerala,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಬೆಂಗಳೂರು,92,34,Neutral
102780,6/7/2025 21:35,@shlok23,Odisha,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,43,9,Neutral
102781,6/7/2025 21:35,@dhanushshenoy,Tamil Nadu,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,26,55,Neutral
